-0.34125,-0.17074,-0.13128,-0.23281,-0.35969,-0.27809,-0.033499,-0.046565,-0.15733,-0.40073,-0.24024,-0.29648,0.041223,-0.2455,0.089369,-0.24333,0.05861,0.068613,0.2455,0.30589,0.23391,-0.043971,0.01989,-0.18378,0.015862,0.0059493,-0.35897,0.23339,-0.11091,0.12388,0.15565,0.16978,-0.1844,0.0041176,-0.31679,-0.10664,-0.28469,-0.41841,-0.21863,0.11105,0.082405,-0.091803,0.14564,-0.19502,-0.16558,-0.28857,-0.060539,0.116,-0.030927,-0.020194,-0.27349,-0.20173,-0.27747,0.081769,0.28055,-0.08061,0.10829,-0.15919,-0.071249,-0.081813,-0.21488,-0.076302,0.0076927,0.25474,-0.023038,0.18495,0.30965,0.23211,0.12281,-0.35225,-0.027227,0.099617,-0.055641,-0.27936,0.25362,-0.40183,0.10112,-0.15202,-0.10429,0.31118,-0.20391,-0.23098,-0.32131,-0.22289,-0.08959,-0.14212,0.0040448,0.22766,-0.034749,-0.35327,-0.039124,0.22814,-0.42107,0.009332,0.070181,-0.13984,-0.17037,-0.30587,0.11566,-0.39787
-0.22777,-0.092931,0.3355,-0.19776,-0.257,-0.00099239,-0.12994,-0.24351,0.16663,-0.29267,0.090641,-0.11117,-0.053403,0.094532,0.23553,-0.15848,-0.18409,0.040923,0.32562,-0.10509,0.12907,-0.27028,-0.19778,0.022746,0.13986,-0.24085,-0.11807,0.095696,0.0479,0.14109,0.36921,0.059288,-0.10877,0.058619,-0.11287,0.16225,0.05956,-0.052549,0.16798,-0.19996,0.014522,0.098789,-0.0077934,-0.15659,-0.18334,-0.22815,0.029825,0.070737,0.15968,0.14831,0.24795,0.10939,-0.12766,0.17525,-0.099178,-0.1982,-0.079177,-0.26425,0.15967,0.21997,0.0083283,0.13477,0.19492,-0.0083143,0.31003,0.16173,0.36964,-0.002667,-0.060778,-0.28459,-0.091201,-0.2131,-0.17698,-0.045429,0.19132,-0.26607,0.2299,0.19766,-0.18105,0.077664,-0.077446,-0.14222,-0.049167,-0.22441,0.14598,-0.25023,0.0010524,0.064401,0.042258,-0.14307,0.30489,0.023861,-0.35769,0.16592,0.32345,-0.26363,-0.15421,0.036967,0.33689,-0.30114
0.14251,0.068189,-0.33008,0.15555,0.15381,-0.027039,0.093563,0.20353,-0.16858,0.14453,-0.10208,0.064395,0.01195,-0.10626,-0.24353,0.11982,0.13499,-0.076066,-0.27497,0.069962,-0.14164,0.22746,0.15311,-0.036868,-0.15828,0.19727,0.039427,-0.11573,-0.062443,-0.16421,-0.30608,-0.094533,0.082176,-0.08488,0.057918,-0.16718,-0.082243,-0.055058,-0.17072,0.14594,-0.053927,-0.11038,-0.037456,0.12465,0.15044,0.16542,-0.051077,-0.10485,-0.17157,-0.16239,-0.24998,-0.11608,0.084809,-0.19282,0.058476,0.16306,0.028799,0.21609,-0.16775,-0.22234,-0.025313,-0.14458,-0.20638,-0.026258,-0.30818,-0.17626,-0.2623,-0.035556,0.010865,0.17171,0.056139,0.16031,0.14097,0.011913,-0.18254,0.1215,-0.23841,-0.19762,0.1482,-0.076134,0.05274,0.10765,0.00077403,0.17889,-0.15361,0.20842,-0.033066,-0.091874,-0.065429,0.064263,-0.3032,-0.058514,0.16819,-0.18078,-0.31644,0.21811,0.12397,-0.068308,-0.31955,0.15503
-0.097234,-0.057198,-0.11517,-0.046142,-0.098513,-0.11071,-0.0021456,0.047259,-0.08666,-0.13628,-0.10636,-0.10366,0.0051393,-0.10839,-0.0055033,-0.067512,0.043363,0.0030252,0.051167,0.092336,0.059288,0.072461,0.038088,-0.080563,-0.023953,0.05846,-0.13177,0.059736,-0.058881,0.01611,-0.069233,0.037815,-0.058381,-0.021004,-0.1127,-0.069099,-0.11799,-0.14692,-0.10667,0.06466,0.010324,-0.057718,0.034422,-0.048054,-0.025922,-0.057869,-0.039908,0.017527,-0.04249,-0.037603,-0.13249,-0.095557,-0.091669,-0.0024024,0.086759,0.0094127,0.031308,0.038021,-0.05664,-0.067392,-0.08954,-0.055917,-0.032116,0.071303,-0.065971,0.039042,0.088796,0.063587,0.03315,-0.056042,-0.0098288,0.067262,0.0072137,-0.10631,0.066741,-0.14508,-4.5249e-05,-0.088452,-0.0061128,0.086492,-0.07252,-0.067388,-0.12199,-0.02508,-0.061592,0.027309,-0.014816,0.058583,-0.032608,-0.12649,-0.070069,0.060597,-0.13735,-0.028625,-0.035879,0.042598,-0.039587,-0.12305,-0.024825,-0.12526
0.40905,0.19515,-0.16562,0.32067,0.44546,0.17023,0.13124,0.2233,-0.022739,0.49311,0.077271,0.27836,0.020173,0.075881,-0.22937,0.29502,0.11251,-0.071088,-0.3999,-0.046884,-0.23576,0.23553,0.14772,0.10745,-0.10987,0.18757,0.29528,-0.20832,0.043682,-0.18298,-0.3445,-0.14787,0.21693,-0.041025,0.28623,-0.047703,0.11788,0.19959,0.0043408,0.094507,-0.059857,-0.0079816,-0.081197,0.26308,0.26426,0.38006,0.02478,-0.12462,-0.09336,-0.091978,-0.046694,0.045371,0.28591,-0.18045,-0.052269,0.21606,-0.0021761,0.30906,-0.067405,-0.10636,0.1359,-0.045333,-0.1449,-0.12835,-0.20709,-0.23635,-0.4768,-0.1263,-0.025589,0.45961,0.096453,0.11123,0.18298,0.21099,-0.29531,0.45626,-0.2333,-0.049979,0.21993,-0.21121,0.20261,0.27377,0.22487,0.33337,-0.045567,0.29174,0.0030277,-0.18032,-0.0021703,0.32221,-0.19381,-0.14704,0.57714,-0.12472,-0.27601,0.29571,0.24479,0.14217,-0.31493,0.5049
0.73129,0.40791,-0.60919,0.70194,0.7947,0.21358,0.38572,0.68013,-0.18445,0.76001,0.016782,0.45878,0.13801,0.0092122,-0.54407,0.59444,0.41583,-0.091818,-0.82652,0.10268,-0.36002,0.74563,0.49073,0.14794,-0.26429,0.61153,0.40685,-0.29206,0.047128,-0.34933,-1.0377,-0.20011,0.45297,-0.074188,0.44784,-0.21083,0.082105,0.1565,-0.15582,0.39718,-0.0464,-0.080623,-0.046629,0.57813,0.63301,0.78846,0.046665,-0.19233,-0.26834,-0.25198,-0.31267,-0.03492,0.50878,-0.39724,0.088887,0.60035,0.13331,0.85742,-0.23371,-0.36353,0.19135,-0.17345,-0.38271,-0.086662,-0.64168,-0.4224,-0.8841,-0.095449,0.081835,0.94065,0.28929,0.43887,0.5217,0.31222,-0.48658,0.66261,-0.53832,-0.25771,0.57897,-0.2335,0.38505,0.55092,0.29724,0.7782,-0.18774,0.80035,0.052526,-0.22858,-0.0034357,0.47537,-0.61256,-0.14753,0.91163,-0.31748,-0.76555,0.83666,0.55964,0.12249,-0.84502,0.81832
-0.44053,-0.20996,0.30305,-0.36517,-0.47872,-0.17369,-0.15528,-0.30299,0.077971,-0.51937,-0.058179,-0.29647,-0.012434,-0.057295,0.3335,-0.32453,-0.14618,0.10886,0.5216,0.12182,0.30802,-0.33632,-0.19368,-0.093976,0.17552,-0.25869,-0.32524,0.27487,-0.017333,0.25328,0.55413,0.19937,-0.23599,0.07941,-0.30624,0.10953,-0.11559,-0.27998,0.037757,-0.12301,0.091287,0.051131,0.11415,-0.29648,-0.31039,-0.42588,7.4948e-05,0.17438,0.16263,0.15807,0.092985,-0.014174,-0.3061,0.26126,0.11189,-0.27122,0.011278,-0.4078,0.1327,0.19306,-0.12863,0.10158,0.23035,0.1859,0.34675,0.31327,0.58967,0.17753,0.041954,-0.51322,-0.1067,-0.14816,-0.22711,-0.21994,0.37977,-0.48675,0.33479,0.11639,-0.26724,0.29815,-0.21324,-0.29984,-0.2426,-0.39263,0.10408,-0.3789,0.017786,0.24083,0.032668,-0.34942,0.32834,0.20124,-0.59793,0.19925,0.42908,-0.39489,-0.27903,-0.14931,0.47594,-0.53194
0.4948,0.27838,-0.2737,0.4436,0.54373,0.16399,0.26363,0.39524,-0.05132,0.54545,0.051388,0.31415,0.13883,0.046039,-0.2426,0.38796,0.279,0.015726,-0.45736,0.15972,-0.13944,0.41427,0.31271,0.13346,-0.082213,0.36277,0.28177,-0.096213,0.0822,-0.13008,-0.51674,-0.04189,0.30355,0.022459,0.30835,-0.060163,0.082689,0.088915,-0.045116,0.27258,0.041517,0.013171,0.045226,0.37171,0.39505,0.50678,0.084899,-0.039038,-0.08637,-0.07678,-0.14854,0.027222,0.34302,-0.15708,0.14341,0.36793,0.1408,0.48434,-0.069781,-0.14213,0.15615,-0.036875,-0.14857,0.032918,-0.28949,-0.1766,-0.53976,0.024701,0.11439,0.62039,0.21489,0.29039,0.32992,0.22403,-0.22412,0.47221,-0.24022,-0.091488,0.36081,-0.053451,0.26686,0.36185,0.21191,0.47796,-0.045837,0.46077,0.091303,-0.056754,0.059057,0.32822,-0.274,-0.0071055,0.67952,-0.1121,-0.36477,0.47087,0.35889,0.10352,-0.41815,0.5856
-0.27501,-0.20778,-0.046904,-0.26961,-0.28548,-0.21398,-0.15652,-0.21161,-0.13501,-0.25197,-0.18877,-0.23663,-0.093548,-0.1899,0.018003,-0.25082,-0.12039,-0.056065,0.10528,0.026948,0.023103,-0.22481,-0.14939,-0.18214,-0.053758,-0.17633,-0.22899,0.017304,-0.14456,-0.0045293,0.17814,-0.007854,-0.21761,-0.083792,-0.23573,-0.11038,-0.20712,-0.22166,-0.16373,-0.092375,-0.05576,-0.12159,-0.030704,-0.23934,-0.24198,-0.29398,-0.12465,-0.026765,-0.071248,-0.069461,-0.16685,-0.17011,-0.24152,-0.010319,0.016435,-0.20906,-0.063697,-0.291,-0.092574,-0.076461,-0.19619,-0.10314,-0.038211,0.011671,0.0033016,0.020963,0.1092,0.0046218,-0.052187,-0.33578,-0.14095,-0.10381,-0.18603,-0.22151,0.038218,-0.23188,0.020099,-0.12268,-0.21355,0.028204,-0.21372,-0.24195,-0.22502,-0.28521,-0.1066,-0.27148,-0.099151,0.011323,-0.1082,-0.23448,-0.0095617,0.0062566,-0.27828,-0.048194,0.064968,-0.27998,-0.23023,-0.21441,0.099098,-0.27095
-0.042061,0.0086547,0.050224,-0.011061,-0.051396,-0.0074395,0.0085846,-0.0257,0.025803,-0.09482,0.0068909,-0.018378,0.020527,0.0054185,0.0312,-0.0078786,-0.0017046,0.027783,0.035882,0.067341,0.044602,-0.043405,-0.0070187,0.016394,0.031225,-0.025168,-0.052695,0.044664,0.024913,0.03162,0.028243,0.033722,0.005525,0.02821,-0.027067,0.030132,-0.0092333,-0.11415,0.014892,-0.0039182,0.026743,0.028419,0.029055,-0.0017056,-0.004509,-0.022128,0.025798,0.030147,0.032022,0.031674,0.0056167,0.016681,-0.013018,0.031273,0.055284,-0.0074449,0.020552,-0.03089,0.0315,0.033585,0.010376,0.030454,0.032631,0.050099,0.03932,0.035874,0.060088,0.043509,0.023445,-0.036108,0.014777,-0.0097287,-0.0016738,-0.0092101,0.048976,-0.09924,0.031103,0.027828,-0.0029361,0.074488,0.0064115,-0.0041465,-0.027706,-0.014495,0.030378,-0.024706,0.02469,0.043303,0.027033,-0.049077,0.03961,0.043036,-0.11153,0.031949,0.032436,-0.032183,0.00042323,-0.01916,0.028102,-0.085985
